id,type,parent_id,schema,name,parent_name,datatype,constraints,instances,text_sequence,instance_sequence
entity_172,table,entity_162,OC_SAP,PRODUCT,,,,"PRODUCT ID, CATEGORY ID, LINE ID, PRODUCT NAME, PRODUCT DESCRIPTION, CATEGORY NAME, CATEGORY DESCRIPTION, LINE NAME, LINE DESCRIPTION, DISCONTINUED, CAPACITY, SCREEN SIZE","PRODUCT [PRODUCT ID, CATEGORY ID, LINE ID, PRODUCT NAME, PRODUCT DESCRIPTION, CATEGORY NAME, CATEGORY DESCRIPTION, LINE NAME, LINE DESCRIPTION, DISCONTINUED, CAPACITY, SCREEN SIZE]","PRODUCT: {PRODUCT ID, CATEGORY ID, LINE ID, PRODUCT NAME, PRODUCT DESCRIPTION, CATEGORY NAME, CATEGORY DESCRIPTION, LINE NAME, LINE DESCRIPTION, DISCONTINUED, CAPACITY, SCREEN SIZE}"
entity_173,column,entity_172,OC_SAP,PRODUCTID,PRODUCT,NUMBER,PRIMARY KEY,"8, 34, 26, 50, 23",PRODUCTID PRODUCT NUMBER PRIMARY KEY,"PRODUCTID: {8, 34, 26, 50, 23}"
entity_174,column,entity_172,OC_SAP,CATEGORYID,PRODUCT,NUMBER,FOREIGN KEY,"5, 7, 9, 10, 13",CATEGORYID PRODUCT NUMBER FOREIGN KEY,"CATEGORYID: {5, 7, 9, 10, 13}"
entity_175,column,entity_172,OC_SAP,LINEID,PRODUCT,NUMBER,FOREIGN KEY,2,LINEID PRODUCT NUMBER FOREIGN KEY,LINEID: {2}
entity_176,column,entity_172,OC_SAP,PRODUCTNAME,PRODUCT,VARCHAR2,,"Berta Golf Clubs, Black diamond 6800, Nokia 7380, Tennis cap, Fusion Fridge",PRODUCTNAME PRODUCT VARCHAR2 ,"PRODUCTNAME: {Berta Golf Clubs, Black diamond 6800, Nokia 7380, Tennis cap, Fusion Fridge}"
entity_177,column,entity_172,OC_SAP,PRODUCTDESCRIPTION,PRODUCT,VARCHAR2,,"Nokia 6010, Samsung e335, UBR 7100, Golf Balls, XBOX",PRODUCTDESCRIPTION PRODUCT VARCHAR2 ,"PRODUCTDESCRIPTION: {Nokia 6010, Samsung e335, UBR 7100, Golf Balls, XBOX}"
entity_178,column,entity_172,OC_SAP,CATEGORYNAME,PRODUCT,VARCHAR2,,"Golf, Consoles, Ski, Nokia Handsets, nan",CATEGORYNAME PRODUCT VARCHAR2 ,"CATEGORYNAME: {Golf, Consoles, Ski, Nokia Handsets, nan}"
entity_179,column,entity_172,OC_SAP,CATEGORYDESCRIPTION,PRODUCT,VARCHAR2,,"Bikes, Motorola Handsets, Home Theater, nan, Ski",CATEGORYDESCRIPTION PRODUCT VARCHAR2 ,"CATEGORYDESCRIPTION: {Bikes, Motorola Handsets, Home Theater, nan, Ski}"
entity_180,column,entity_172,OC_SAP,LINENAME,PRODUCT,VARCHAR2,,,LINENAME PRODUCT VARCHAR2 ,LINENAME: {}
entity_181,column,entity_172,OC_SAP,LINEDESCRIPTION,PRODUCT,VARCHAR2,,Sports,LINEDESCRIPTION PRODUCT VARCHAR2 ,LINEDESCRIPTION: {Sports}
entity_182,column,entity_172,OC_SAP,DISCONTINUED,PRODUCT,NUMBER,,1,DISCONTINUED PRODUCT NUMBER ,DISCONTINUED: {1}
entity_183,column,entity_172,OC_SAP,CAPACITY,PRODUCT,VARCHAR2,,"3.8 cu.ft., nan, 18 cu.ft., 22 cu.ft., 3.3 cu.ft.",CAPACITY PRODUCT VARCHAR2 ,"CAPACITY: {3.8 cu.ft., nan, 18 cu.ft., 22 cu.ft., 3.3 cu.ft.}"
entity_184,column,entity_172,OC_SAP,SCREENSIZE,PRODUCT,VARCHAR2,,,SCREENSIZE PRODUCT VARCHAR2 ,SCREENSIZE: {}
entity_185,table,entity_162,OC_SAP,CUSTOMER_ORDER,,,,"ORDER ID, PRODUCT ID, CUSTOMER ID, EMPLOYEE ID, PROMOTION ID, TERRITORY ID, ORDER PERIOD ID, REQUIRED PERIOD ID, SHIPPED PERIOD ID, SHIPPER ID, UNIT PRICE, QUANTITY, DISCOUNT, UNIT SALES, NET SALES, UNIT COST, FREIGHT, COST, QUANTITY ORDERED, DELIVERED PERIOD ID","CUSTOMER_ORDER [ORDER ID, PRODUCT ID, CUSTOMER ID, EMPLOYEE ID, PROMOTION ID, TERRITORY ID, ORDER PERIOD ID, REQUIRED PERIOD ID, SHIPPED PERIOD ID, SHIPPER ID, UNIT PRICE, QUANTITY, DISCOUNT, UNIT SALES, NET SALES, UNIT COST, FREIGHT, COST, QUANTITY ORDERED, DELIVERED PERIOD ID]","CUSTOMER_ORDER: {ORDER ID, PRODUCT ID, CUSTOMER ID, EMPLOYEE ID, PROMOTION ID, TERRITORY ID, ORDER PERIOD ID, REQUIRED PERIOD ID, SHIPPED PERIOD ID, SHIPPER ID, UNIT PRICE, QUANTITY, DISCOUNT, UNIT SALES, NET SALES, UNIT COST, FREIGHT, COST, QUANTITY ORDERED, DELIVERED PERIOD ID}"
entity_186,column,entity_185,OC_SAP,ORDERID,CUSTOMER_ORDER,NUMBER,PRIMARY KEY,"6745, 7615, 3767, 1697, 201",ORDERID CUSTOMER_ORDER NUMBER PRIMARY KEY,"ORDERID: {6745, 7615, 3767, 1697, 201}"
entity_187,column,entity_185,OC_SAP,PRODUCTID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"22, 2, 50, 36, 55",PRODUCTID CUSTOMER_ORDER NUMBER FOREIGN KEY,"PRODUCTID: {22, 2, 50, 36, 55}"
entity_188,column,entity_185,OC_SAP,CUSTOMERID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"73, 58, 59, 15, 107",CUSTOMERID CUSTOMER_ORDER NUMBER FOREIGN KEY,"CUSTOMERID: {73, 58, 59, 15, 107}"
entity_189,column,entity_185,OC_SAP,EMPLOYEEID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"27, 11, 17, 13, 5",EMPLOYEEID CUSTOMER_ORDER NUMBER FOREIGN KEY,"EMPLOYEEID: {27, 11, 17, 13, 5}"
entity_190,column,entity_185,OC_SAP,PROMOTIONID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,,PROMOTIONID CUSTOMER_ORDER NUMBER FOREIGN KEY,PROMOTIONID: {}
entity_191,column,entity_185,OC_SAP,TERRITORYID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,,TERRITORYID CUSTOMER_ORDER NUMBER FOREIGN KEY,TERRITORYID: {}
entity_192,column,entity_185,OC_SAP,ORDERPERIODID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"2761, 2164, 1690, 2125, 2495",ORDERPERIODID CUSTOMER_ORDER NUMBER FOREIGN KEY,"ORDERPERIODID: {2761, 2164, 1690, 2125, 2495}"
entity_193,column,entity_185,OC_SAP,REQUIREDPERIODID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"1653, 2486, 2670, 1726, 2935",REQUIREDPERIODID CUSTOMER_ORDER NUMBER FOREIGN KEY,"REQUIREDPERIODID: {1653, 2486, 2670, 1726, 2935}"
entity_194,column,entity_185,OC_SAP,SHIPPEDPERIODID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"1688, 2710, 1537, 1490, 2235",SHIPPEDPERIODID CUSTOMER_ORDER NUMBER FOREIGN KEY,"SHIPPEDPERIODID: {1688, 2710, 1537, 1490, 2235}"
entity_195,column,entity_185,OC_SAP,SHIPPERID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,"7.0, 3.0, nan, 9.0, 5.0",SHIPPERID CUSTOMER_ORDER NUMBER FOREIGN KEY,"SHIPPERID: {7.0, 3.0, nan, 9.0, 5.0}"
entity_196,column,entity_185,OC_SAP,UNITPRICE,CUSTOMER_ORDER,NUMBER,,"2000, 190, 1300, 500, 15",UNITPRICE CUSTOMER_ORDER NUMBER ,"UNITPRICE: {2000, 190, 1300, 500, 15}"
entity_197,column,entity_185,OC_SAP,QUANTITY,CUSTOMER_ORDER,NUMBER,,"1145, 430, 1776, 272, 19",QUANTITY CUSTOMER_ORDER NUMBER ,"QUANTITY: {1145, 430, 1776, 272, 19}"
entity_198,column,entity_185,OC_SAP,DISCOUNT,CUSTOMER_ORDER,NUMBER,,"16, 23, 28, 18, 19",DISCOUNT CUSTOMER_ORDER NUMBER ,"DISCOUNT: {16, 23, 28, 18, 19}"
entity_199,column,entity_185,OC_SAP,UNITSALES,CUSTOMER_ORDER,NUMBER,,"35530, 344896, 60690, 47321, 165155",UNITSALES CUSTOMER_ORDER NUMBER ,"UNITSALES: {35530, 344896, 60690, 47321, 165155}"
entity_200,column,entity_185,OC_SAP,NETSALES,CUSTOMER_ORDER,FLOAT,,"20239.8, 146862.0, 8539.8, 266860.8, 267279.0",NETSALES CUSTOMER_ORDER FLOAT ,"NETSALES: {20239.8, 146862.0, 8539.8, 266860.8, 267279.0}"
entity_201,column,entity_185,OC_SAP,UNITCOST,CUSTOMER_ORDER,NUMBER,,"63, 142, 67, 412, 375",UNITCOST CUSTOMER_ORDER NUMBER ,"UNITCOST: {63, 142, 67, 412, 375}"
entity_202,column,entity_185,OC_SAP,FREIGHT,CUSTOMER_ORDER,FLOAT,,,FREIGHT CUSTOMER_ORDER FLOAT ,FREIGHT: {}
entity_203,column,entity_185,OC_SAP,COST,CUSTOMER_ORDER,NUMBER,,"592350, 183300, 1410, 65216, 27540",COST CUSTOMER_ORDER NUMBER ,"COST: {592350, 183300, 1410, 65216, 27540}"
entity_204,column,entity_185,OC_SAP,QUANTITYORDERED,CUSTOMER_ORDER,NUMBER,,,QUANTITYORDERED CUSTOMER_ORDER NUMBER ,QUANTITYORDERED: {}
entity_205,column,entity_185,OC_SAP,DELIVEREDPERIODID,CUSTOMER_ORDER,NUMBER,FOREIGN KEY,,DELIVEREDPERIODID CUSTOMER_ORDER NUMBER FOREIGN KEY,DELIVEREDPERIODID: {}
entity_207,table,entity_206,TPCH_SF1,customer,,,,"c_custkey, c_name, c_address, c_nationkey, c_phone, c_acctbal, c_mktsegment, c_comment","customer [c_custkey, c_name, c_address, c_nationkey, c_phone, c_acctbal, c_mktsegment, c_comment]","customer: {c_custkey, c_name, c_address, c_nationkey, c_phone, c_acctbal, c_mktsegment, c_comment}"
entity_208,column,entity_207,TPCH_SF1,c_custkey,customer,NUMBER,PRIMARY KEY,"4, 5, 6, 7, 8",c_custkey customer NUMBER PRIMARY KEY,"c_custkey: {4, 5, 6, 7, 8}"
entity_209,column,entity_207,TPCH_SF1,c_name,customer,VARCHAR2,,"Customer#000000004, Customer#000000005, Customer#000000006, Customer#000000007, Customer#000000008",c_name customer VARCHAR2,"c_name: {Customer#000000004, Customer#000000005, Customer#000000006, Customer#000000007, Customer#000000008}"
entity_210,column,entity_207,TPCH_SF1,c_address,customer,VARCHAR2,,"4u58h fqkyE, hwBtxkoBF qSW4KrIk5U 2B1AU7H,  g1s,pzDenUEBW3O,2 pxu0f9n2g64rJrt5E, 8OkMVLQ1dK6Mbu6WG9 w4pLGQ n7MQ, j,pZ,Qp,qtFEo0r0c 92qobZtlhSuOqbE4JGV",c_address customer VARCHAR2,"c_address: {4u58h fqkyE, hwBtxkoBF qSW4KrIk5U 2B1AU7H,  g1s,pzDenUEBW3O,2 pxu0f9n2g64rJrt5E, 8OkMVLQ1dK6Mbu6WG9 w4pLGQ n7MQ, j,pZ,Qp,qtFEo0r0c 92qobZtlhSuOqbE4JGV}"
entity_211,column,entity_207,TPCH_SF1,c_nationkey,customer,NUMBER,,"4, 3, 20, 18, 17",c_nationkey customer NUMBER,"c_nationkey: {4, 3, 20, 18, 17}"
entity_212,column,entity_207,TPCH_SF1,c_phone,customer,VARCHAR2,,"14-128-190-5944, 13-750-942-6364, 30-114-968-4951, 28-190-982-9759, 27-147-574-9335",c_phone customer VARCHAR2,"c_phone: {14-128-190-5944, 13-750-942-6364, 30-114-968-4951, 28-190-982-9759, 27-147-574-9335}"
entity_213,column,entity_207,TPCH_SF1,c_acctbal,customer,FLOAT,,"2866.83, 794.47, 7638.57, 9561.95, 6819.74",c_acctbal customer FLOAT,"c_acctbal: {2866.83, 794.47, 7638.57, 9561.95, 6819.74}"
entity_214,column,entity_207,TPCH_SF1,c_mktsegment,customer,VARCHAR2,,"MACHINERY, HOUSEHOLD, AUTOMOBILE, AUTOMOBILE, BUILDING",c_mktsegment customer VARCHAR2,"c_mktsegment: {MACHINERY, HOUSEHOLD, AUTOMOBILE, AUTOMOBILE, BUILDING}"
entity_215,column,entity_207,TPCH_SF1,c_comment,customer,VARCHAR2,," sublate. fluffily even instructions are about th, equests haggle furiously against the pending packa,  quickly silent asymptotes are slyly regular excuses. instructions wake furiously? quickly bold courts p, ounts. ironic, regular accounts sleep. final requests haggle quickly after the, riously final excuses sublate quickly among the fluffily even foxes. quickly final packages haggle furiously furi",c_comment customer VARCHAR2,"c_comment: { sublate. fluffily even instructions are about th, equests haggle furiously against the pending packa,  quickly silent asymptotes are slyly regular excuses. instructions wake furiously? quickly bold courts p, ounts. ironic, regular accounts sleep. final requests haggle quickly after the, riously final excuses sublate quickly among the fluffily even foxes. quickly final packages haggle furiously furi}"
entity_216,table,entity_206,TPCH_SF1,lineitem,,,,"l_orderkey, l_partkey, l_suppkey, l_linenumber, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipinstruct, l_shipmode, l_comment","lineitem [l_orderkey, l_partkey, l_suppkey, l_linenumber, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipinstruct, l_shipmode, l_comment]","lineitem: {l_orderkey, l_partkey, l_suppkey, l_linenumber, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipinstruct, l_shipmode, l_comment}"
entity_217,column,entity_216,TPCH_SF1,l_orderkey,lineitem,NUMBER,PRIMARY KEY FOREIGN KEY REFERENCES orders(O_ORDERKEY),"1, 1, 1, 2, 3",l_orderkey lineitem NUMBER PRIMARY KEY FOREIGN KEY,"l_orderkey: {1, 1, 1, 2, 3}"
entity_218,column,entity_216,TPCH_SF1,l_partkey,lineitem,NUMBER,FOREIGN KEY REFERENCES partsupp(PS_PARTKEY),"2132, 24027, 15635, 106170, 4297",l_partkey lineitem NUMBER FOREIGN KEY,"l_partkey: {2132, 24027, 15635, 106170, 4297}"
entity_219,column,entity_216,TPCH_SF1,l_suppkey,lineitem,NUMBER,FOREIGN KEY REFERENCES partsupp(PS_SUPPKEY),"4633, 1534, 638, 1191, 1798",l_suppkey lineitem NUMBER FOREIGN KEY,"l_suppkey: {4633, 1534, 638, 1191, 1798}"
entity_220,column,entity_216,TPCH_SF1,l_linenumber,lineitem,NUMBER,PRIMARY KEY,"4, 5, 6, 1, 1",l_linenumber lineitem NUMBER  PRIMARY KEY,"l_linenumber: {4, 5, 6, 1, 1}"
entity_221,column,entity_216,TPCH_SF1,l_quantity,lineitem,FLOAT,,"28.0, 24.0, 32.0, 38.0, 45.0",l_quantity lineitem FLOAT,"l_quantity: {28.0, 24.0, 32.0, 38.0, 45.0}"
entity_222,column,entity_216,TPCH_SF1,l_extendedprice,lineitem,FLOAT,,"28955.64, 22824.48, 49620.16, 44694.46, 54058.05",l_extendedprice lineitem FLOAT,"l_extendedprice: {28955.64, 22824.48, 49620.16, 44694.46, 54058.05}"
entity_223,column,entity_216,TPCH_SF1,l_discount,lineitem,FLOAT,,"0.09, 0.1, 0.07, 0.0, 0.06",l_discount lineitem FLOAT,"l_discount: {0.09, 0.1, 0.07, 0.0, 0.06}"
entity_224,column,entity_216,TPCH_SF1,l_tax,lineitem,FLOAT,,"0.06, 0.04, 0.02, 0.05, 0.0",l_tax lineitem FLOAT,"l_tax: {0.06, 0.04, 0.02, 0.05, 0.0}"
entity_225,column,entity_216,TPCH_SF1,l_returnflag,lineitem,VARCHAR2,,"N, N, N, N, R",l_returnflag lineitem VARCHAR2,"l_returnflag: {N, N, N, N, R}"
entity_226,column,entity_216,TPCH_SF1,l_linestatus,lineitem,VARCHAR2,,"O, O, O, O, F",l_linestatus lineitem VARCHAR2,"l_linestatus: {O, O, O, O, F}"
entity_227,column,entity_216,TPCH_SF1,l_shipdate,lineitem,DATE,,"1996-04-21, 1996-03-30, 1996-01-30, 1997-01-28, 1994-02-02",l_shipdate lineitem DATE,"l_shipdate: {1996-04-21, 1996-03-30, 1996-01-30, 1997-01-28, 1994-02-02}"
entity_228,column,entity_216,TPCH_SF1,l_commitdate,lineitem,DATE,,"1996-03-30, 1996-03-14, 1996-02-07, 1997-01-14, 1994-01-04",l_commitdate lineitem DATE,"l_commitdate: {1996-03-30, 1996-03-14, 1996-02-07, 1997-01-14, 1994-01-04}"
entity_229,column,entity_216,TPCH_SF1,l_receiptdate,lineitem,DATE,,"1996-05-16, 1996-04-01, 1996-02-03, 1997-02-02, 1994-02-23",l_receiptdate lineitem DATE,"l_receiptdate: {1996-05-16, 1996-04-01, 1996-02-03, 1997-02-02, 1994-02-23}"
entity_230,column,entity_216,TPCH_SF1,l_shipinstruct,lineitem,VARCHAR2,,"NONE, NONE, DELIVER IN PERSON, TAKE BACK RETURN, NONE",l_shipinstruct lineitem VARCHAR2,"l_shipinstruct: {NONE, NONE, DELIVER IN PERSON, TAKE BACK RETURN, NONE}"
entity_231,column,entity_216,TPCH_SF1,l_shipmode,lineitem,VARCHAR2,,"AIR, FOB, MAIL, RAIL, AIR",l_shipmode lineitem VARCHAR2,"l_shipmode: {AIR, FOB, MAIL, RAIL, AIR}"
entity_232,column,entity_216,TPCH_SF1,l_comment,lineitem,VARCHAR2,,"s cajole busily above t,  the regular, regular pa, rouches. special , re. enticingly regular instruct, s cajole above the pinto beans. iro",l_comment lineitem VARCHAR2,"l_comment: {s cajole busily above t,  the regular, regular pa, rouches. special , re. enticingly regular instruct, s cajole above the pinto beans. iro}"
entity_233,table,entity_206,TPCH_SF1,nation,,,,"n_nationkey, n_name, n_regionkey, n_comment","nation [n_nationkey, n_name, n_regionkey, n_comment]","nation: {n_nationkey, n_name, n_regionkey, n_comment}"
entity_234,column,entity_233,TPCH_SF1,n_nationkey,nation,NUMBER,PRIMARY KEY,"3, 4, 5, 6, 7",n_nationkey nation  NUMBER PRIMARY KEY,"n_nationkey: {3, 4, 5, 6, 7}"
entity_235,column,entity_233,TPCH_SF1,n_name,nation,VARCHAR2,,"CANADA, EGYPT, ETHIOPIA, FRANCE, GERMANY",n_name nation VARCHAR2,"n_name: {CANADA, EGYPT, ETHIOPIA, FRANCE, GERMANY}"
entity_236,column,entity_233,TPCH_SF1,n_regionkey,nation,NUMBER,FOREIGN KEY REFERENCES region(R_REGIONKEY),"1, 4, 0, 3, 3",n_regionkey nation NUMBER FOREIGN KEY,"n_regionkey: {1, 4, 0, 3, 3}"
entity_237,column,entity_233,TPCH_SF1,n_comment,nation,VARCHAR2,,"ss deposits wake across the pending foxes. packages after the carefully bold requests integrate caref, usly ironic, pending foxes. even, special instructions nag. sly, final foxes detect slyly fluffily , regular requests sleep carefull, oggedly. regular packages solve across, ong the regular requests: blithely silent pinto beans hagg",n_comment nation VARCHAR2,"n_comment: {ss deposits wake across the pending foxes. packages after the carefully bold requests integrate caref, usly ironic, pending foxes. even, special instructions nag. sly, final foxes detect slyly fluffily , regular requests sleep carefull, oggedly. regular packages solve across, ong the regular requests: blithely silent pinto beans hagg}"
entity_238,table,entity_206,TPCH_SF1,orders,,,,"o_orderkey, o_custkey, o_orderstatus, o_totalprice, o_orderdate, o_orderpriority, o_clerk, o_shippriority, o_comment","orders [o_orderkey, o_custkey, o_orderstatus, o_totalprice, o_orderdate, o_orderpriority, o_clerk, o_shippriority, o_comment]","orders: {o_orderkey, o_custkey, o_orderstatus, o_totalprice, o_orderdate, o_orderpriority, o_clerk, o_shippriority, o_comment}"
entity_239,column,entity_238,TPCH_SF1,o_orderkey,orders,NUMBER,PRIMARY KEY,"4, 5, 6, 7, 32",o_orderkey orders NUMBER PRIMARY KEY,"o_orderkey: {4, 5, 6, 7, 32}"
entity_240,column,entity_238,TPCH_SF1,o_custkey,orders,NUMBER,FOREIGN KEY REFERENCES customer(C_CUSTKEY),"136777, 44485, 55624, 39136, 130057",o_custkey orders NUMBER FOREIGN KEY,"o_custkey: {136777, 44485, 55624, 39136, 130057}"
entity_241,column,entity_238,TPCH_SF1,o_orderstatus,orders,VARCHAR2,,"O, F, F, O, O",o_orderstatus orders VARCHAR2,"o_orderstatus: {O, F, F, O, O}"
entity_242,column,entity_238,TPCH_SF1,o_totalprice,orders,FLOAT,,"32151.78, 144659.2, 58749.59, 252004.18, 208660.75",o_totalprice orders FLOAT,"o_totalprice: {32151.78, 144659.2, 58749.59, 252004.18, 208660.75}"
entity_243,column,entity_238,TPCH_SF1,o_orderdate,orders,DATE,,"1995-10-11, 1994-07-30, 1992-02-21, 1996-01-10, 1995-07-16",o_orderdate orders DATE,"o_orderdate: {1995-10-11, 1994-07-30, 1992-02-21, 1996-01-10, 1995-07-16}"
entity_244,column,entity_238,TPCH_SF1,o_orderpriority,orders,VARCHAR2,,"5-LOW, 5-LOW, 4-NOT SPECIFIED, 2-HIGH, 2-HIGH",o_orderpriority orders VARCHAR2,"o_orderpriority: {5-LOW, 5-LOW, 4-NOT SPECIFIED, 2-HIGH, 2-HIGH}"
entity_245,column,entity_238,TPCH_SF1,o_clerk,orders,VARCHAR2,,"Clerk#000000124, Clerk#000000925, Clerk#000000058, Clerk#000000470, Clerk#000000616",o_clerk orders VARCHAR2,"o_clerk: {Clerk#000000124, Clerk#000000925, Clerk#000000058, Clerk#000000470, Clerk#000000616}"
entity_246,column,entity_238,TPCH_SF1,o_shippriority,orders,NUMBER,,"0, 0, 0, 0, 0",o_shippriority orders NUMBER,"o_shippriority: {0, 0, 0, 0, 0}"
entity_247,column,entity_238,TPCH_SF1,o_comment,orders,VARCHAR2,,"st the furiously bold pinto beans. furiously pending theodolites cajol, onic requests. carefully daring foxes among the carefu, furiously ironic accounts haggle blithely carefully regular de, , ironic packages wa, ly about the carefully express theodolites. ironic, iron",o_comment orders VARCHAR2,"o_comment: {st the furiously bold pinto beans. furiously pending theodolites cajol, onic requests. carefully daring foxes among the carefu, furiously ironic accounts haggle blithely carefully regular de, , ironic packages wa, ly about the carefully express theodolites. ironic, iron}"
entity_248,table,entity_206,TPCH_SF1,part,,,,"p_partkey, p_name, p_mfgr, p_brand, p_type, p_size, p_container, p_retailprice, p_comment","part [p_partkey, p_name, p_mfgr, p_brand, p_type, p_size, p_container, p_retailprice, p_comment]","part: {p_partkey, p_name, p_mfgr, p_brand, p_type, p_size, p_container, p_retailprice, p_comment}"
entity_249,column,entity_248,TPCH_SF1,p_partkey,part,NUMBER,PRIMARY KEY,"4, 5, 6, 7, 8",p_partkey part NUMBER PRIMARY KEY,"p_partkey: {4, 5, 6, 7, 8}"
entity_250,column,entity_248,TPCH_SF1,p_name,part,VARCHAR2,,"cornflower chocolate smoke green pink, forest brown coral puff cream, bisque cornflower lawn forest magenta, moccasin green thistle khaki floral, misty lace thistle snow royal",p_name part VARCHAR2,"p_name: {cornflower chocolate smoke green pink, forest brown coral puff cream, bisque cornflower lawn forest magenta, moccasin green thistle khaki floral, misty lace thistle snow royal}"
entity_251,column,entity_248,TPCH_SF1,p_mfgr,part,VARCHAR2,,"Manufacturer#3, Manufacturer#3, Manufacturer#2, Manufacturer#1, Manufacturer#4",p_mfgr part VARCHAR2,"p_mfgr: {Manufacturer#3, Manufacturer#3, Manufacturer#2, Manufacturer#1, Manufacturer#4}"
entity_252,column,entity_248,TPCH_SF1,p_brand,part,VARCHAR2,,"Brand#34, Brand#32, Brand#24, Brand#11, Brand#44",p_brand part VARCHAR2,"p_brand: {Brand#34, Brand#32, Brand#24, Brand#11, Brand#44}"
entity_253,column,entity_248,TPCH_SF1,p_type,part,VARCHAR2,,"SMALL PLATED BRASS, STANDARD POLISHED TIN, PROMO PLATED STEEL, SMALL PLATED COPPER, PROMO BURNISHED TIN",p_type part VARCHAR2,"p_type: {SMALL PLATED BRASS, STANDARD POLISHED TIN, PROMO PLATED STEEL, SMALL PLATED COPPER, PROMO BURNISHED TIN}"
entity_254,column,entity_248,TPCH_SF1,p_size,part,NUMBER,,"14, 15, 4, 45, 41",p_size part NUMBER,"p_size: {14, 15, 4, 45, 41}"
entity_255,column,entity_248,TPCH_SF1,p_container,part,VARCHAR2,,"MED DRUM, SM PKG, MED BAG, SM BAG, LG DRUM",p_container part VARCHAR2,"p_container: {MED DRUM, SM PKG, MED BAG, SM BAG, LG DRUM}"
entity_256,column,entity_248,TPCH_SF1,p_retailprice,part,FLOAT,,"904.0, 905.0, 906.0, 907.0, 908.0",p_retailprice part FLOAT,"p_retailprice: {904.0, 905.0, 906.0, 907.0, 908.0}"
entity_257,column,entity_248,TPCH_SF1,p_comment,part,VARCHAR2,,"ckages. regul, pinto beans are , kages , gular pi, beans",p_comment part VARCHAR2,"p_comment: {ckages. regul, pinto beans are , kages , gular pi, beans}"
entity_258,table,entity_206,TPCH_SF1,partsupp,,,,"ps_partkey, ps_suppkey, ps_availqty, ps_supplycost, ps_comment","partsupp [ps_partkey, ps_suppkey, ps_availqty, ps_supplycost, ps_comment]","partsupp: {ps_partkey, ps_suppkey, ps_availqty, ps_supplycost, ps_comment}"
entity_259,column,entity_258,TPCH_SF1,ps_partkey,partsupp,NUMBER,PRIMARY KEY FOREIGN KEY REFERENCES part(P_PARTKEY),"1, 2, 2, 2, 2",ps_partkey partsupp NUMBER PRIMARY KEY FOREIGN KEY,"ps_partkey: {1, 2, 2, 2, 2}"
entity_260,column,entity_258,TPCH_SF1,ps_suppkey,partsupp,NUMBER,PRIMARY KEY FOREIGN KEY REFERENCES supplier(S_SUPPKEY),"7502, 3, 2503, 5003, 7503",ps_suppkey partsupp NUMBER PRIMARY KEY FOREIGN KEY,"ps_suppkey: {7502, 3, 2503, 5003, 7503}"
entity_261,column,entity_258,TPCH_SF1,ps_availqty,partsupp,NUMBER,,"4069, 8895, 4969, 8539, 3025",ps_availqty partsupp NUMBER,"ps_availqty: {4069, 8895, 4969, 8539, 3025}"
entity_262,column,entity_258,TPCH_SF1,ps_supplycost,partsupp,FLOAT,,"357.84, 378.49, 915.27, 438.37, 306.39",ps_supplycost partsupp FLOAT,"ps_supplycost: {357.84, 378.49, 915.27, 438.37, 306.39}"
entity_263,column,entity_258,TPCH_SF1,ps_comment,partsupp,VARCHAR2,,"press deposits. special courts about the slyly final accounts haggle blithely foxes. carefully unusual sauternes integrate fluffily. pending, pending foxes, sits. furiously regular packages boost blithely? requests affix slyly even packages. slyly express acco, deposits doze. slyly express pinto beans haggle blithely against the furiously unusual ideas. furiously regular accounts across the platelets nag carefully acro, s. furiously final dependencies boost slyly slyly regular accounts. final deposits sleep blithely. furiously final deposits mold slyly requests. special, close requests impress carefully unusual, ecial accounts cajole carefully bold deposits. even, regular foxes above the final d",ps_comment partsupp VARCHAR2,"ps_comment: {press deposits. special courts about the slyly final accounts haggle blithely foxes. carefully unusual sauternes integrate fluffily. pending, pending foxes, sits. furiously regular packages boost blithely? requests affix slyly even packages. slyly express acco, deposits doze. slyly express pinto beans haggle blithely against the furiously unusual ideas. furiously regular accounts across the platelets nag carefully acro, s. furiously final dependencies boost slyly slyly regular accounts. final deposits sleep blithely. furiously final deposits mold slyly requests. special, close requests impress carefully unusual, ecial accounts cajole carefully bold deposits. even, regular foxes above the final d}"
entity_264,table,entity_206,TPCH_SF1,region,,,,"r_regionkey, r_name, r_comment","region [r_regionkey, r_name, r_comment]","region: {r_regionkey, r_name, r_comment}"
